sales_week,sales_date,transaction_id,year,make,model_id,model,drive_type,door,transmission,base_msrp,engine,transaction_msrp,destination,bodytype,zip,State,dealercash,customercash,finance,lease,cash,trim,trim_id,make_id,longitude,latitude,price,diff
24APR2010,24APR2010,599755827,2010,Honda,62874,Civic Sedan,FWD,4,Automatic,18555,1.8L SOHC MPFI 16-valve i-VTEC I4 engine,19325,770,Sedan,32815,FL,0,0,1,0,0,4dr Auto LX,1649788,1620,-80.656063,28.592290000000002,38650.0,20095.0
12DEC2009,12DEC2009,177282473,2010,Subaru,62001,Impreza Sedan,AWD,4,Automatic,19495,2.5L SOHC 16-valve 4-cyl boxer engine -inc: i-active valve lift system,20220,725,Sedan,48234,MI,0,0,1,0,0,4dr Auto 2.5i Premium w/Pwr Moonroof Value Pkg,1636308,1630,-83.042907,42.430213,40440.0,20945.0
20MAR2010,20MAR2010,497445232,2010,Honda,62883,CR-V,4WD,4,Automatic,23145,2.4L DOHC MPFI 16-valve i-VTEC I4 engine,24355,810,SUV,1745,MA,0,0,1,0,0,4WD 5dr LX,1649683,1620,-71.50409499999999,42.29231,48710.0,25565.0
12DEC2009,12DEC2009,176584273,2009,Ford,58029,F-150,4WD,4,Automatic,38355,5.4L 3V EFI V8 FFV engine -inc: electronic-shift-on-the fly (ESOF),39330,975,Truck,85345,AZ,0,1500,1,0,0,"4WD SuperCrew 145"" FX4",1584468,1924,-112.246397,33.569542,78660.0,40305.0
09JAN2010,09JAN2010,269111617,2009,Ford,58029,F-150,RWD,4,Automatic,29595,4.6L 2V EFI V8 engine,30570,975,Truck,35674,AL,0,1500,1,0,0,"2WD SuperCrew 157"" XL",1584343,1924,-87.697761,34.725279,61140.0,31545.0
13MAR2010,13MAR2010,465203549,2010,Ford,62934,F-150,4WD,4,Automatic,39915,5.0L V8 FFV engine,40910,995,Truck,93728,CA,0,0,1,0,0,"4WD SuperCrew 157"" FX4",1650948,1924,-119.81703600000002,36.757678999999996,81820.0,41905.0
03APR2010,03APR2010,534524046,2010,Ford,62934,F-150,4WD,4,Automatic,45565,5.0L V8 FFV engine,46560,995,Truck,87112,NM,0,0,1,0,0,"4WD SuperCrew 145"" King Ranch",1650918,1924,-106.513879,35.098578,93120.0,47555.0
06MAR2010,06MAR2010,448465622,2009,Ford,58029,F-150,RWD,4,Automatic,41405,5.4L 3V EFI V8 FFV engine -inc: electronic-shift-on-the fly (ESOF),42380,975,Truck,76101,TX,0,2000,1,0,0,"2WD SuperCrew 157"" King Ranch",1584363,1924,-97.32911899999999,32.759439,84760.0,43355.0
10APR2010,10APR2010,570779458,2010,Hyundai,62571,Accent,FWD,4,Manual,13695,1.6L DOHC MPI CVVT 16-valve I4 engine,17695,750,Sedan,8016,NJ,0,0,1,0,0,4dr Sdn Man GLS *Ltd Avail*,1646583,1557,-74.841534,40.07026,35390.0,21695.0
03APR2010,03APR2010,540198459,2010,Ford,62934,F-150,4WD,4,Automatic,45565,5.0L V8 FFV engine,48560,995,Truck,92008,CA,0,0,1,0,0,"4WD SuperCrew 145"" King Ranch",1650918,1924,-117.30515,33.147395,97120.0,51555.0
23JAN2010,23JAN2010,310746518,2009,Ford,58029,F-150,4WD,2,Automatic,28230,4.6L 2V EFI V8 engine -inc: mechanical shift-on-the-fly (MSOF),32405,975,Truck,78711,TX,0,1500,0,1,0,"4WD Reg Cab 126"" STX",1584378,1924,-97.738098,30.279684000000003,64810.0,36580.0
31OCT2009,31OCT2009,52165246,2009,Ford,58029,F-150,4WD,4,Automatic,39615,5.4L 3V EFI V8 FFV engine -inc: electronic-shift-on-the fly (ESOF),42615,975,Truck,11719,NY,0,2000,1,0,0,"4WD SuperCrew 145"" Lariat",1584473,1924,-72.915009,40.779227,85230.0,45615.0
26DEC2009,26DEC2009,206581495,2010,Cadillac,60852,SRX,FWD,4,Automatic,39045,"Engine, 3.0L VVT DOHC V6 SIDI (265 hp [197.6 kW] @ 6950 rpm, 223 lb-ft of torque [301.1 N-m] @ 5100 rpm)",39920,875,Wagon,75091,TX,0,0,0,0,1,FWD 4dr Luxury Collection,1621173,2223,-96.609047,33.634873999999996,79840.0,40795.0
06FEB2010,06FEB2010,346174149,2010,Ford,60693,Mustang,RWD,2,Manual,25845,3.7L 4V Ti-VCT V6 engine,26695,850,Coupe,1704,MA,0,0,1,0,0,2dr Cpe V6 Premium,1619038,1924,-71.442658,42.318232,53390.0,27545.0
28NOV2009,28NOV2009,122759225,2009,Ford,58029,F-150,RWD,4,Automatic,32560,4.6L 3V EFI V8 engine,34135,975,Truck,93021,CA,0,1500,1,0,0,"2WD SuperCrew 157"" XLT",1584348,1924,-118.889449,34.280332,68270.0,35710.0
10APR2010,10APR2010,563551855,2011,Ford,63378,Mustang,RWD,2,Manual,33710,5.0L 4V Ti-VCT V8 engine,34505,795,Coupe,53095,WI,0,0,0,1,0,2dr Cpe GT Premium,1654443,1924,-88.167388,43.390226,69010.0,35300.0
09JAN2010,09JAN2010,275766748,2010,Honda,62862,Accord Coupe,FWD,2,Automatic,27305,2.4L DOHC MPFI 16-valve i-VTEC I4 engine,29400,770,Coupe,18302,PA,0,0,1,0,0,2dr I4 Auto EX-L,1649508,1620,-75.185836,41.024159000000004,58800.0,31495.0
14NOV2009,14NOV2009,85195724,2009,Ford,58029,F-150,4WD,4,Automatic,39915,5.4L 3V EFI V8 FFV engine -inc: electronic-shift-on-the fly (ESOF),42690,975,Truck,10710,NY,0,2000,1,0,0,"4WD SuperCrew 157"" Lariat",1584508,1924,-73.845926,40.965847,85380.0,45465.0
13FEB2010,13FEB2010,374784377,2010,Volkswagen,61785,Golf,FWD,4,Automatic,19755,2.5L DOHC 20-valve SMPI I5 engine,20525,770,Sedan,55479,MN,0,0,0,0,1,4dr HB Auto,1632613,1619,-93.266403,44.986463,41050.0,21295.0
21NOV2009,21NOV2009,96318585,2010,Honda,62874,Civic Sedan,FWD,4,Automatic,18555,1.8L SOHC MPFI 16-valve i-VTEC I4 engine,19325,770,Sedan,76060,TX,0,0,1,0,0,4dr Auto LX,1649788,1620,-97.21173399999999,32.642683,38650.0,20095.0
23JAN2010,23JAN2010,304620405,2010,Honda,62883,CR-V,4WD,4,Automatic,23845,2.4L DOHC MPFI 16-valve i-VTEC I4 engine,24655,810,SUV,33547,FL,0,0,0,1,0,4WD 5dr SE,1650358,1620,-82.1489,27.810925,49310.0,25465.0
27FEB2010,27FEB2010,407719521,2010,Chevrolet,60996,Camaro,RWD,2,Manual,22805,"Engine, 3.6L Variable Valve Timing V6 with SIDI (Spark Ignition Direct Injection) (312 hp [232.6 kW] @ 6500 rpm, 278 lb-ft of torque [375.3 N-m] @ 5100 rpm)",24755,850,Coupe,75051,TX,0,0,0,1,0,2dr Cpe 1LS,1628198,1786,-96.99681899999999,32.715451,49510.0,26705.0
03APR2010,03APR2010,538176969,2010,Honda,62874,Civic Sedan,FWD,4,Automatic,18555,1.8L SOHC MPFI 16-valve i-VTEC I4 engine,19700,770,Sedan,95628,CA,0,0,1,0,0,4dr Auto LX,1649788,1620,-121.255592,38.65224,39400.0,20845.0
05DEC2009,05DEC2009,153680634,2010,Volkswagen,61839,Tiguan,FWD,4,Automatic,28215,"2.0L TSI turbocharged I4 engine -inc: intercooler, FSI direct fuel injection",29985,820,SUV,85256,AZ,0,0,1,0,0,2WD 4dr SE,1632978,1619,-111.78540600000001,33.525852,59970.0,31755.0
07NOV2009,07NOV2009,66413714,2009,Jeep,58569,Commander,RWD,4,Automatic,31575,3.7L V6 engine,33880,780,SUV,7601,NJ,0,3000,1,0,0,RWD 4dr Sport,1585463,1832,-74.04776,40.888613,67760.0,36185.0
27FEB2010,27FEB2010,403771639,2010,Audi,61596,A4,AWD,4,Automatic,34500,2.0L FSI I4 turbo-charged engine,36400,875,Sedan,71165,LA,0,0,1,0,0,4dr Sdn Auto quattro 2.0T Premium,1630908,2184,-93.74385500000001,32.502437,72800.0,38300.0
12DEC2009,12DEC2009,170335784,2009,Buick,57021,LaCrosse,AWD,4,Automatic,31820,"Engine, 3.0L DOHC, V6 VVT Spark Ignition Direct Injection (SIDI) (252 hp [187.9 kW] @ 6900 rpm, 215 lb-ft of torque [290.3 N-m] @ 5100 rpm)",32970,750,Sedan,90501,CA,0,0,0,1,0,4dr Sdn CXL 3.0L AWD,1549083,1952,-118.314527,33.829914,65940.0,34120.0
21NOV2009,21NOV2009,101265167,2009,Ford,58029,F-150,4WD,4,Automatic,39915,5.4L 3V EFI V8 FFV engine -inc: electronic-shift-on-the fly (ESOF),41090,975,Truck,20740,MD,0,1500,0,1,0,"4WD SuperCrew 157"" Lariat",1584508,1924,-76.928721,38.998721999999994,82180.0,42265.0
01MAY2010,01MAY2010,640235794,2010,Mercedes-Benz,62130,C-Class,RWD,4,Automatic,35900,3.0L DOHC 24-valve V6 engine,39850,875,Sedan,60097,IL,0,0,0,1,0,4dr Sdn 3.0L Luxury RWD,1637513,2291,-88.354139,42.394351,79700.0,43800.0
27FEB2010,27FEB2010,422070001,2009,Toyota,56865,Corolla,FWD,4,Automatic,17350,1.8L DOHC SFI 16-valve VVT-i 4-cyl engine,20335,760,Sedan,11568,NY,1000,1250,1,0,0,4dr Sdn Auto S (Natl),1546648,1644,-73.59024000000001,40.782779999999995,40670.0,23320.0
20MAR2010,20MAR2010,479227889,2010,Acura,62238,RDX,AWD,4,Automatic,37995,2.3L DOHC PGM-FI 16-valve i-VTEC turbocharged I4 engine,41430,885,SUV,94117,CA,0,0,1,0,0,AWD 4dr Tech Pkg,1646018,1990,-122.44154499999999,37.770561,82860.0,44865.0
05DEC2009,05DEC2009,149584608,2009,Ford,58029,F-150,RWD,4,Automatic,41105,5.4L 3V EFI V8 FFV engine -inc: electronic-shift-on-the fly (ESOF),42130,975,Truck,11764,NY,0,1500,0,1,0,"2WD SuperCrew 145"" King Ranch",1584328,1924,-72.995207,40.946583000000004,84260.0,43155.0
14NOV2009,14NOV2009,74707069,2009,Ford,58029,F-150,4WD,4,Automatic,35405,4.6L 3V EFI V8 engine -inc: electronic-shift-on-the fly (ESOF),36380,975,Truck,85310,AZ,0,2000,1,0,0,"4WD SuperCrew 145"" XLT",1584463,1924,-112.161285,33.702625,72760.0,37355.0
27MAR2010,27MAR2010,526222609,2009,Toyota,56865,Corolla,FWD,4,Automatic,16850,1.8L DOHC SFI 16-valve VVT-i 4-cyl engine,19310,760,Sedan,33169,FL,1500,1000,1,0,0,4dr Sdn Auto LE (Natl),1546603,1644,-80.21401,25.935489999999998,38620.0,21770.0
05DEC2009,05DEC2009,148307410,2009,Ford,58029,F-150,RWD,4,Automatic,29595,4.6L 2V EFI V8 engine,34320,975,Truck,63123,MO,0,1500,0,1,0,"2WD SuperCrew 157"" XL",1584343,1924,-90.31841999999999,38.54388,68640.0,39045.0
24OCT2009,24OCT2009,16486854,2009,Ford,58029,F-150,4WD,4,Automatic,38355,5.4L 3V EFI V8 FFV engine -inc: electronic-shift-on-the fly (ESOF),39330,975,Truck,77406,TX,0,2000,1,0,0,"4WD SuperCrew 145"" FX4",1584468,1924,-95.647993,29.622709999999998,78660.0,40305.0
05DEC2009,05DEC2009,146988219,2009,Ford,58029,F-150,RWD,4,Automatic,43125,5.4L 3V EFI V8 FFV engine -inc: electronic-shift-on-the fly (ESOF),45600,975,Truck,11709,NY,0,1500,1,0,0,"2WD SuperCrew 145"" Platinum",1584333,1924,-73.560621,40.907634,91200.0,48075.0
03APR2010,03APR2010,540378012,2010,Ford,60522,Super Duty F-250,4WD,4,Automatic,35175,6.2L SOHC 16-valve EFI NA V8 flex-fuel engine -inc: engine idle meter,36870,995,Truck,11965,NY,0,0,1,0,0,"4WD Crew Cab 156"" XL",1616438,1924,-72.35436800000001,41.075213,73740.0,38565.0
01MAY2010,01MAY2010,618138464,2010,Cadillac,60852,SRX,FWD,4,Automatic,39045,"Engine, 3.0L VVT DOHC V6 SIDI (265 hp [197.6 kW] @ 6950 rpm, 223 lb-ft of torque [301.1 N-m] @ 5100 rpm)",39920,875,Wagon,55306,MN,0,0,0,1,0,FWD 4dr Luxury Collection,1621173,2223,-93.28953100000001,44.733364,79840.0,40795.0
27FEB2010,27FEB2010,423945955,2010,Hyundai,60726,Sonata,FWD,4,Automatic,25495,2.4L DOHC 16-valve I4 GDI engine,27820,750,Sedan,28214,NC,0,0,1,0,0,4dr Sdn 2.4L Auto Ltd w/Wine Int *Ltd Avail*,1620383,1557,-80.960674,35.269641,55640.0,30145.0
08MAY2010,08MAY2010,650545395,2010,Toyota,62823,FJ Cruiser,4WD,4,Automatic,27380,4.0L DOHC SFI 24-valve V6 engine w/VVT-i,29815,810,SUV,30548,GA,0,0,1,0,0,4WD 4dr Auto (Natl),1649018,1644,-83.87087,34.068356,59630.0,32250.0
12DEC2009,12DEC2009,176157851,2009,Ford,58029,F-150,4WD,4,Automatic,38355,5.4L 3V EFI V8 FFV engine -inc: electronic-shift-on-the fly (ESOF),39330,975,Truck,11783,NY,0,1500,1,0,0,"4WD SuperCrew 145"" FX4",1584468,1924,-73.487144,40.679021,78660.0,40305.0
27FEB2010,27FEB2010,409401189,2009,GMC,58995,Yukon,4WD,4,Automatic,46665,"Engine, Vortec 5.3L V8 SFI FlexFuel with Active Fuel Management capable of running on unleaded or up to 85% ethanol (with gas - 320 hp [238.6 kW] @ 5400 rpm, 335 lb-ft of torque [452.2 N-m] @ 4000 rpm, with E85 ethanol - 326 hp [243.1 kW] @ 5300 rpm, 348 lb-ft of torque [469.8 N-m] @ 4400 rpm), iron block",47615,950,SUV,85734,AZ,0,2000,1,0,0,4WD 4dr 1500 SLT,1593233,2004,-110.8943,32.114902,95230.0,48565.0
10APR2010,10APR2010,561113787,2010,Honda,60714,CR-Z,FWD,2,Manual,22705,"1.5L SOHC MPFI 16-valve i-VTEC I4 hybrid engine w/DC brushless permanent-magnet electric motor, Integrated Motor Assist (IMA)",23475,770,Coupe,11782,NY,0,0,1,0,0,3dr Man EX w/Navi,1620293,1620,-73.080662,40.746049,46950.0,24245.0
01MAY2010,01MAY2010,624570820,2010,Ford,62934,F-150,4WD,4,Automatic,40245,5.0L V8 FFV engine,41240,995,Truck,12521,NY,0,0,1,0,0,"4WD SuperCrew 145"" Lariat",1650913,1924,-73.65564,42.18132,82480.0,42235.0
03APR2010,03APR2010,555541950,2010,Chevrolet,60741,Suburban,4WD,4,Automatic,56580,"Engine, Vortec 5.3L V8 SFI FlexFuel with Active Fuel Management, capable of running on unleaded or up to 85% ethanol (with gas - 320 hp [238.6 kW] @ 5400 rpm, 335 lb-ft of torque [452.2 N-m] @ 4000 rpm, with E85 ethanol - 326 hp [243.1 kW] @ 5300 rpm, 348 lb-ft of torque [469.8 N-m] @ 4400 rpm), iron block (Requires 4WD 1/2 ton models.)",57530,950,SUV,92662,CA,0,0,1,0,0,4WD 4dr 1500 LTZ,1620763,1786,-117.89314499999999,33.606234,115060.0,58480.0
27FEB2010,27FEB2010,416321498,2010,Toyota,60372,Sienna,FWD,4,Automatic,29700,3.5L DOHC 24-valve V6 engine,30510,810,Van,33980,FL,0,0,0,1,0,5dr 8-Pass Van V6 LE FWD (Natl),1613178,1644,-82.059701,26.978628000000004,61020.0,31320.0
03APR2010,03APR2010,547975428,2010,Hyundai,63078,Elantra,FWD,4,Automatic,17195,1.8L DOHC MPFI D-CVVT 16-valve I4 engine,19495,750,Sedan,54865,WI,0,0,1,0,0,4dr Sdn Auto GLS (Ulsan Plant),1664423,1557,-91.391591,46.730385999999996,38990.0,21795.0
17APR2010,17APR2010,584650990,2010,Ford,60522,Super Duty F-250,4WD,4,Automatic,40315,6.2L SOHC 16-valve EFI NA V8 flex-fuel engine -inc: engine idle meter,41310,995,Truck,60699,IL,0,1000,0,0,1,"4WD Crew Cab 172"" XLT",1616463,1924,-87.646718,41.875983000000005,82620.0,42305.0
05DEC2009,05DEC2009,150400174,2009,Toyota,56865,Corolla,FWD,4,Manual,16520,1.8L DOHC SFI 16-valve VVT-i 4-cyl engine,19155,760,Sedan,55302,MN,1000,750,1,0,0,4dr Sdn Man S (Natl),1546633,1644,-94.12416999999999,45.26375,38310.0,21790.0
02JAN2010,02JAN2010,223838811,2010,Hyundai,60726,Sonata,FWD,4,Automatic,25495,2.4L DOHC 16-valve I4 GDI engine,27895,750,Sedan,98036,WA,0,0,1,0,0,4dr Sdn 2.4L Auto Ltd w/Wine Int *Ltd Avail*,1620383,1557,-122.28486000000001,47.80278,55790.0,30295.0
08MAY2010,08MAY2010,656868086,2010,Ford,62934,F-150,RWD,2,Automatic,29840,3.7L V6 FFV engine,30835,995,Truck,2454,MA,0,0,1,0,0,"2WD SuperCab 145"" XLT",1650733,1924,-71.23988100000001,42.378002,61670.0,31830.0
10APR2010,10APR2010,561965908,2010,Ford,61779,Focus,FWD,4,Manual,16640,2.0L DOHC 16-valve I4 Duratec engine,18815,725,Sedan,72774,AR,0,0,0,1,0,4dr Sdn S,1632168,1924,-94.183808,35.928209,37630.0,20990.0
03APR2010,03APR2010,552775317,2010,BMW,60918,5 Series,AWD,4,Automatic,52400,"3.0L DOHC 24-valve turbocharged I6 engine -inc: piezo direct fuel injection, Valvetronic, double-VANOS steplessly variable valve timing",53275,875,Sedan,33403,FL,0,0,1,0,0,4dr Sdn 535i xDrive AWD,1622053,2359,-80.071224,26.784940000000002,106550.0,54150.0
24APR2010,24APR2010,604313746,2010,Mitsubishi,63051,Outlander,4WD,4,Automatic,24495,2.4L DOHC I4 MIVEC engine,27580,810,SUV,14612,NY,0,0,1,0,0,4WD 4dr SE,1651738,1505,-77.669136,43.256923,55160.0,30665.0
08MAY2010,08MAY2010,655569196,2010,Ford,60483,Fiesta,FWD,4,Manual,15500,1.6L I4 Ti-VCT engine,19345,795,Hatchback,48411,MI,0,0,1,0,0,4dr HB SE,1614548,1924,-83.544652,42.930338,38690.0,23190.0
13FEB2010,13FEB2010,376080938,2010,Subaru,62775,Forester,AWD,4,Automatic,26495,2.5L DOHC MPFI 16-valve 4-cyl boxer engine -inc: double overhead chain driven camshafts w/auto chain tensioner,27620,725,SUV,87402,NM,0,0,0,1,0,4dr Auto 2.5X Limited,1648373,1630,-108.140409,36.774143,55240.0,28745.0
23JAN2010,23JAN2010,305387761,2009,Ford,58029,F-150,4WD,4,Automatic,33555,4.6L 3V EFI V8 engine -inc: electronic-shift-on-the fly (ESOF),34530,975,Truck,95697,CA,0,2000,1,0,0,"4WD SuperCrew 157"" XL",1584493,1924,-121.80599699999999,38.735793,69060.0,35505.0
24OCT2009,24OCT2009,25172594,2010,Volkswagen,61839,Tiguan,FWD,4,Automatic,33135,"2.0L TSI turbocharged I4 engine -inc: intercooler, FSI direct fuel injection",35230,820,SUV,10990,NY,0,0,1,0,0,2WD 4dr SEL,1632998,1619,-74.36706,41.263712,70460.0,37325.0
31OCT2009,31OCT2009,34743315,2010,GMC,60729,Acadia,AWD,4,Automatic,34000,"Engine, 3.6L SIDI V6 (288 hp [214.7 kW] @ 6300 rpm, 270 lb-ft of torque [364.5 N-m] @ 3400 rpm)",34810,810,SUV,75076,TX,0,0,1,0,0,AWD 4dr SL,1620988,2004,-96.668922,33.772595,69620.0,35620.0
10APR2010,10APR2010,573007571,2010,Lexus,62736,RX 350,FWD,4,Automatic,39075,3.5L DOHC SFI 24-valve V6 engine -inc: dual variable valve timing w/intelligence (VVT-i),42750,875,SUV,49062,MI,0,0,1,0,0,FWD 4dr,1648243,2127,-85.815472,42.360890000000005,85500.0,46425.0
12DEC2009,12DEC2009,173629899,2009,Ford,58029,F-150,RWD,4,Automatic,29295,4.6L 2V EFI V8 engine,31345,975,Truck,28655,NC,0,1500,1,0,0,"2WD SuperCrew 145"" XL",1584308,1924,-81.71316,35.744040000000005,62690.0,33395.0
02JAN2010,02JAN2010,259429760,2009,Toyota,56865,Corolla,FWD,4,Automatic,17350,1.8L DOHC SFI 16-valve VVT-i 4-cyl engine,23135,760,Sedan,22212,VA,750,750,1,0,0,4dr Sdn Auto S (Natl),1546648,1644,-77.089675,38.858432,46270.0,28920.0
21NOV2009,21NOV2009,101881106,2009,Ford,58029,F-150,RWD,4,Automatic,41105,5.4L 3V EFI V8 FFV engine -inc: electronic-shift-on-the fly (ESOF),46130,975,Truck,21792,MD,0,1500,0,1,0,"2WD SuperCrew 145"" King Ranch",1584328,1924,-77.187221,39.474806,92260.0,51155.0
27MAR2010,27MAR2010,520390593,2010,Chrysler,62235,Town & Country,FWD,4,Automatic,30260,3.6L 24-valve VVT V6 flex fuel engine,31620,835,Van,75051,TX,0,0,0,1,0,4dr Wgn Touring,1643998,1787,-96.99681899999999,32.715451,63240.0,32980.0
03APR2010,03APR2010,536450321,2010,Honda,62874,Civic Sedan,FWD,4,Manual,22605,2.0L DOHC MPFI 16-valve i-VTEC I4 engine,23725,770,Sedan,7059,NJ,0,0,1,0,0,4dr Man Si w/Summer Tires,1649833,1620,-74.508064,40.631567,47450.0,24845.0
14NOV2009,14NOV2009,86719452,2010,Subaru,61455,Legacy,AWD,4,Automatic,21995,2.5L SOHC SMPI 16-valve 4-cyl boxer engine,24295,725,Sedan,78112,TX,0,0,1,0,0,4dr Sdn H4 Auto 2.5i Prem,1628273,1630,-98.36697,29.226522999999997,48590.0,26595.0
06FEB2010,06FEB2010,353517829,2009,Volkswagen,58161,Jetta Sedan,FWD,4,Automatic,26090,2.0L turbocharged TDI I4 engine,28265,750,Sedan,33859,FL,0,0,1,0,0,4dr DSG TDI Cup,1615748,1619,-81.400121,27.794590000000003,56530.0,30440.0
13MAR2010,13MAR2010,465938434,2010,Ford,62934,F-150,4WD,4,Automatic,40245,5.0L V8 FFV engine,41515,995,Truck,12243,NY,0,0,1,0,0,"4WD SuperCrew 145"" Lariat",1650913,1924,-73.746424,42.653793,83030.0,42785.0
06MAR2010,06MAR2010,448667075,2010,Acura,62238,RDX,FWD,4,Automatic,32895,2.3L DOHC PGM-FI 16-valve i-VTEC turbocharged I4 engine,33780,885,SUV,43268,OH,0,0,0,0,1,FWD 4dr,1646003,1990,-82.99431899999999,39.964397999999996,67560.0,34665.0
24OCT2009,24OCT2009,10846931,2009,Ford,58029,F-150,RWD,4,Automatic,41405,5.4L 3V EFI V8 FFV engine -inc: electronic-shift-on-the fly (ESOF),42380,975,Truck,33927,FL,0,2000,1,0,0,"2WD SuperCrew 157"" King Ranch",1584363,1924,-82.202329,26.976643,84760.0,43355.0
07NOV2009,07NOV2009,68892864,2009,Ford,58029,F-150,4WD,4,Automatic,35405,4.6L 3V EFI V8 engine -inc: electronic-shift-on-the fly (ESOF),36380,975,Truck,77960,TX,0,2000,0,0,1,"4WD SuperCrew 145"" XLT",1584463,1924,-97.422517,28.656209999999998,72760.0,37355.0
31OCT2009,31OCT2009,41650954,2009,Ford,58029,F-150,RWD,4,Automatic,41105,5.4L 3V EFI V8 FFV engine -inc: electronic-shift-on-the fly (ESOF),42080,975,Truck,11794,NY,0,2000,1,0,0,"2WD SuperCrew 145"" King Ranch",1584328,1924,-73.125169,40.914561,84160.0,43055.0
08MAY2010,08MAY2010,643475267,2010,Hyundai,60726,Sonata,FWD,4,Automatic,20395,2.4L DOHC 16-valve I4 GDI engine,21145,750,Sedan,34698,FL,1000,0,0,1,0,4dr Sdn 2.4L Auto GLS *Ltd Avail*,1619403,1557,-82.767613,28.023417,42290.0,21895.0
28NOV2009,28NOV2009,135301914,2009,Chrysler,58404,Town & Country,FWD,4,Automatic,28625,3.8L OHV SMPI V6 engine (REQ: NAS 50 State Emissions),29460,835,Van,11738,NY,0,1500,0,1,0,4dr Wgn Touring,1585203,1787,-73.044352,40.837113,58920.0,30295.0
07NOV2009,07NOV2009,70050137,2009,Ford,58029,F-150,RWD,4,Automatic,41405,5.4L 3V EFI V8 FFV engine -inc: electronic-shift-on-the fly (ESOF),47355,975,Truck,33936,FL,0,2000,1,0,0,"2WD SuperCrew 157"" King Ranch",1584363,1924,-81.616389,26.615621,94710.0,53305.0
30JAN2010,30JAN2010,328716689,2010,Ford,62934,F-150,4WD,4,Automatic,40245,5.0L V8 FFV engine,41240,995,Truck,20905,MD,0,0,1,0,0,"4WD SuperCrew 145"" Lariat",1650913,1924,-76.99104200000001,39.10187,82480.0,42235.0
31OCT2009,31OCT2009,51389394,2009,Chrysler,58368,300,AWD,4,Automatic,32640,3.5L MPI 24-valve HO V6 engine,39815,750,Sedan,7054,NJ,0,2000,0,1,0,4dr Sdn Touring Signature AWD,1585258,1787,-74.413425,40.859388,79630.0,46990.0
20MAR2010,20MAR2010,480205004,2010,Cadillac,60702,CTS Sedan,AWD,4,Automatic,38545,"Engine, 3.0L V6 SIDI DOHC VVT (270 hp [201 kW) @ 7000 rpm, 223 lb-ft of torque [302 Nm] @ 5700 rpm)",39420,875,Sedan,30353,GA,0,0,0,1,0,4dr Sdn 3.0L AWD,1619188,2223,-84.391406,33.753296999999996,78840.0,40295.0
17APR2010,17APR2010,578658232,2010,Honda,62850,Accord Sedan,FWD,4,Automatic,25105,2.4L DOHC MPFI 16-valve i-VTEC I4 engine,25875,770,Sedan,91343,CA,0,0,0,1,0,4dr I4 Auto EX,1649588,1620,-118.48104199999999,34.237131,51750.0,26645.0
26DEC2009,26DEC2009,208391470,2009,Ford,58029,F-150,4WD,4,Automatic,38355,5.4L 3V EFI V8 FFV engine -inc: electronic-shift-on-the fly (ESOF),42905,975,Truck,75160,TX,0,1500,1,0,0,"4WD SuperCrew 145"" FX4",1584468,1924,-96.316878,32.748186,85810.0,47455.0
28NOV2009,28NOV2009,115653924,2009,Toyota,56865,Corolla,FWD,4,Automatic,17750,1.8L DOHC SFI 16-valve VVT-i 4-cyl engine,23285,760,Sedan,49023,MI,1000,750,1,0,0,4dr Sdn Auto XLE (Natl),1546618,1644,-86.46605100000001,42.107543,46570.0,28820.0
13FEB2010,13FEB2010,361538899,2010,Honda,62874,Civic Sedan,FWD,4,Automatic,18555,1.8L SOHC MPFI 16-valve i-VTEC I4 engine,21425,770,Sedan,11211,NY,0,0,0,1,0,4dr Auto LX,1649788,1620,-73.952354,40.714112,42850.0,24295.0
12DEC2009,12DEC2009,176402200,2009,Ford,58029,F-150,4WD,4,Automatic,38355,5.4L 3V EFI V8 FFV engine -inc: electronic-shift-on-the fly (ESOF),41705,975,Truck,80259,CO,0,1500,0,0,1,"4WD SuperCrew 145"" FX4",1584468,1924,-104.987582,39.740324,83410.0,45055.0
31OCT2009,31OCT2009,46198360,2009,Ford,58029,F-150,RWD,4,Automatic,36470,5.4L 3V EFI V8 FFV engine -inc: electronic-shift-on-the fly (ESOF),38920,975,Truck,94559,CA,0,2000,1,0,0,"2WD SuperCrew 145"" Lariat",1584323,1924,-122.2875,38.292689,77840.0,41370.0
27MAR2010,27MAR2010,517563951,2009,Ford,58029,F-150,4WD,2,Automatic,29700,4.6L 2V EFI V8 engine -inc: mechanical shift-on-the-fly (MSOF),33900,975,Truck,32340,FL,0,0,1,0,0,"4WD Reg Cab 145"" XLT w/Mid-Box Prep",1584403,1924,-83.415379,30.467665000000004,67800.0,38100.0
17APR2010,17APR2010,589791726,2010,Toyota,61962,Highlander,4WD,4,Automatic,37045,3.5L DOHC 24-valve VVT-i V6 engine,37855,810,SUV,21005,MD,0,0,0,1,0,4WD 4dr V6  Limited (Natl),1635608,1644,-76.150285,39.455614000000004,75710.0,38665.0
26DEC2009,26DEC2009,208041630,2009,Ford,58029,F-150,4WD,4,Automatic,39615,5.4L 3V EFI V8 FFV engine -inc: electronic-shift-on-the fly (ESOF),40590,975,Truck,95220,CA,0,1500,1,0,0,"4WD SuperCrew 145"" Lariat",1584473,1924,-121.231802,38.196391,81180.0,41565.0
